Row,Motor A,Motor B
1,1.000000,-1.000000
2,1.000000,-1.000000
3,1.000000,-1.000000
4,1.000000,-1.000000
5,1.000000,-1.000000
6,1.000000,-1.000000
7,1.000000,-1.000000
8,1.000000,-1.000000
9,1.000000,-1.000000
10,1.000000,-1.000000
11,1.000000,-1.000000
12,1.000000,-1.000000
13,1.000000,-1.000000
14,1.000000,-1.000000
15,1.000000,-1.000000
16,1.000000,-1.000000
17,1.000000,-1.000000
18,1.000000,-1.000000
19,1.000000,-1.000000
20,1.000000,-1.000000
21,1.000000,-1.000000
22,1.000000,-1.000000
23,1.000000,-1.000000
24,1.000000,-1.000000
25,1.000000,-1.000000
26,1.000000,-1.000000
27,1.000000,-1.000000
28,1.000000,-1.000000
29,1.000000,-1.000000
30,1.000000,-1.000000
31,1.000000,-1.000000
32,1.000000,-1.000000
33,1.000000,-1.000000
34,1.000000,-1.000000
35,1.000000,-1.000000
36,1.000000,-1.000000
37,1.000000,-1.000000
38,1.000000,-1.000000
39,1.000000,-1.000000
40,1.000000,-1.000000
